1,1
2,32
3,146
4,222
5,225
6,246
7,254
8,287
9,326
10,428
11,441
12,445
13,449
14,455
15,470
16,520
17,578
18,630
19,690
20,705
21,959
22,1009
23,1028
24,1042
25,1052
26,1067
27,1084
28,1091
29,1150
30,1272
31,1290
32,1386
33,1388
34,1390
35,1395
36,1399
37,1455
38,1464
39,1489
40,1497
41,1500
42,1537
43,1552
44,1596
45,1598
46,1623
47,1633
48,1651
49,1671
50,1711
51,1730
52,1747
53,1756
54,1763
55,1808
56,1811
57,1839
58,1841
59,1856
60,1857
61,1858
